"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Dominican Republic","DOM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","73.064567565918","","","","","","","","","","","","","","","","","","","","","86.996467590332","","","","","88.2444610595703","","","89.5387268066406","90.1063766479492","90.1551818847656","90.8581466674805","91.7637634277344","91.9912109375","93.7784576416016","","","","","","95.5","",
"Algeria","DZA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.6308784484863","","","","","","","","","","","","","","","69.8734970092773","","","","72.648681640625","","75.1360473632812","","","","","","","","","","81.4078369140625","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","63.6944694519043","63.8595085144043","65.0514678955078","66.3884429931641","67.0375289916992","68.7582092285156","69.4256820678711","70.8339767456055","71.9103622436523","72.9343719482422","73.8549118041992","75.0931930541992","79.3136215209961","80.0132369995117","79.8271713256836","81.2028884887695","81.7608337402344","82.2653121948242","82.8456497192383","83.4269485473633","83.9453201293945","89.5268325805664","89.9064483642578","90.2040023803711","90.5106201171875","90.9216690063477","91.2595520019531","91.5990295410156","91.9295196533203","92.2266998291016","92.638069152832","93.751106262207","94.0106811523438","94.3140487670898","94.4905471801758","94.231330871582","94.405143737793","94.5015029907227","94.9556732177734","95.1597595214844","95.321418762207","95.4862823486328","95.5852584838867","95.963508605957","96.2715911865234","96.2973709106445","","",
"Early-demographic dividend","EAR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","48.9314498901367","49.1546897888184","49.7598495483398","50.371208190918","50.961181640625","51.0383415222168","51.8327293395996","52.7697486877441","53.3884696960449","54.1722984313965","54.8101081848145","55.4405212402344","56.3258094787598","57.0646591186523","57.7493515014648","58.6378898620605","59.123779296875","60.1190795898438","60.9320907592773","61.707691192627","62.5181198120117","63.2525482177734","63.927360534668","66.9112319946289","67.5473480224609","68.2059936523438","68.6700973510742","69.378288269043","70.409912109375","71.1810607910156","70.9275665283203","70.8128509521484","72.0456314086914","72.8475036621094","73.6762008666992","75.2594604492188","75.28125","75.8829193115234","76.3663711547852","77.251350402832","77.9914779663086","78.6065521240234","78.9736099243164","79.194580078125","79.4939804077148","79.9613876342773","80.3580017089844","80.828010559082","",
"East Asia & Pacific","EAS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","65.6910018920898","65.8766632080078","66.9680633544922","68.1839294433594","68.7624588012695","70.3761291503906","70.9697113037109","72.248649597168","73.2317276000977","74.1679763793945","75.0007171630859","76.1742477416992","79.9597702026367","80.6075134277344","80.4611511230469","81.7051086425781","82.2235717773438","82.6898422241211","83.2462005615234","83.797721862793","84.2900390625","89.2774887084961","89.6400833129883","89.9609527587891","90.2488174438477","90.6438064575195","90.9889221191406","91.3519668579102","91.6966705322266","92.0126571655273","92.4162826538086","93.4407424926758","93.7255783081055","94.0279922485352","94.124641418457","93.8310394287109","94.0228500366211","94.1243209838867","94.6579895019531","94.869499206543","95.0339736938477","95.2058792114258","95.3079376220703","95.7082214355469","96.0015487670898","96.0377426147461","","",
"Europe & Central Asia (excluding high income)","ECA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","93.6717376708984","94.5251388549805","94.7134094238281","94.9094696044922","95.100471496582","95.2901916503906","95.3835830688477","95.5611190795898","95.6968383789062","95.818359375","95.934700012207","96.0470504760742","96.1578369140625","96.3335800170898","96.4408416748047","96.7650909423828","96.8602066040039","97.047248840332","97.1309814453125","97.212028503418","97.2931365966797","97.3506088256836","97.4995498657227","97.4553375244141","97.5476226806641","97.6576690673828","98.0476303100586","98.3635406494141","98.6287078857422","98.7599792480469","98.805061340332","98.8331604003906","98.855827331543","98.9837799072266","98.9826278686523","99.1621932983398","99.1801528930664","99.2663803100586","99.3009185791016","99.3256912231445","",
"Europe & Central Asia","ECS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.7228012084961","95.8566818237305","96.0199432373047","96.1466827392578","96.2917022705078","96.404541015625","96.4940719604492","96.5860977172852","96.7673721313477","96.8662490844727","96.9480819702148","97.1132431030273","97.1411590576172","97.2418212890625","97.3537673950195","97.4136810302734","97.7472763061523","97.8842086791992","97.9875411987305","98.0536727905273","98.0961380004883","98.1386489868164","98.2315368652344","98.2793731689453","98.3964080810547","98.4332809448242","98.5048294067383","98.5237731933594","98.5410614013672","",
"Ecuador","ECU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","83.5526885986328","","","","","","","","88.2987594604492","","","","","","","","","","","90.9840316772461","","","","","","92.0967864990234","92.3900527954102","92.2497634887695","91.8540420532227","91.5868988037109","92.0647277832031","93.2946319580078","94.2226409912109","94.4556579589844","94.350227355957","92.8297882080078","","","93.6260986328125","94.4835891723633","93.9481201171875","",
"Egypt, Arab Rep.","EGY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","38.1967582702637","","","","","","","","","","44.4239883422852","","","","","","","","","","55.5870018005371","","","","","","","","","67.3318710327148","66.3699111938477","","","","72.0478515625","","73.865592956543","72.442497253418","","","","71.1682510375977","","","","","74.5","",
"Euro area","EMU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
